Close
1.2738
1.2754
1.2522
1.2629
1.2735
1.2786
1.2738
1.28
1.2754
1.285
1.2875
1.2872
1.2886
1.2984
1.2853
1.2892
1.2958
1.3082
1.3122
1.3208
1.316
1.308
1.3117
1.3109
1.3077
1.3031
1.2957
1.2934
1.2949
1.2937
1.2864
1.2892
1.2857
1.2798
1.2906
1.2924
1.3061
1.3045
1.3041
1.3066
1.3127
1.3258
1.3318
1.3265
1.324
1.3179
1.3157
1.3182
1.3092
1.2988
1.3249
1.3067
1.3286
1.3259
1.3297
1.3264
1.3271
1.3205
1.3132
1.3207
1.3215
1.3211
1.3153
1.3057
1.3023
1.3069
1.3128
1.3177
1.3077
1.3038
1.3063
1.3057
1.3099
1.3056
1.3084
1.3103
1.3046
1.3039
1.2994
1.2994
1.2981
1.2938
1.2905
1.2896
1.292
1.2932
1.304
1.3053
1.3033
1.3151
1.3099
1.3069
1.3012
1.301
1.3011
1.2963
1.2907
1.2848
1.2798
1.2732
1.2729
1.2664
1.2665
1.2725
1.2682
1.266
1.2629
1.261
1.264
1.2664
1.2703
1.2689
1.2698
1.2723
1.2691
1.2724
1.2693
1.268
1.2596
1.2542
1.2567
1.2657
1.2708
1.2751
1.274
1.2691
1.2698
1.2677
1.2695
1.2645
1.2598
1.2583
1.2583
1.2526
1.2516
1.2459
1.2508
1.2523
1.2572
1.2518
1.2412
1.2435
1.2542
1.2513
1.2475
1.2439
1.2486
1.2453
1.2377
1.2217
1.2162
1.2154
1.2124
1.2152
1.2158
1.217
1.2143
1.2144
1.2022
1.2079
1.2064
1.206
1.2092
1.2161
1.2132
1.2162
1.2132
1.2252
1.2262
1.2222
1.2283
1.2219
1.2187
1.2159
1.2067
1.209
1.2249
1.2324
1.2283
1.2345
1.2355
1.2335
1.2329
1.2497
1.2429
1.2503
1.2471
1.2525
1.2472
1.2435
1.2486
1.236
1.2332
1.2293
1.229
1.2292
1.2304
1.2342
1.2334
1.2288
1.222
1.2213
1.2433
1.2619
1.2612
1.2761
1.2824
1.2897
